"spp","state","month","day","year","source","odate"
"vira","arizona",7,14,"1934","vertnet",195
"vira","california",8,15,"1935","vertnet",227
"vira","idaho",5,20,"1935","vertnet",140
"vira","california",4,26,"1937","vertnet",116
"vira","california",4,27,"1937","vertnet",117
"vira","california",5,10,"1937","vertnet",130
"vira","california",5,18,"1937","vertnet",138
"vira","new york",5,5,"1909","vertnet",125
"vira","california",5,18,"1940","vertnet",138
"vira","california",3,2,"1923","vertnet",61
"vira","british columbia",1,17,"1942","vertnet",17
"vira","california",9,19,"1942","vertnet",262
"vira","california",9,21,"1942","vertnet",264
"vira","california",9,21,"1942","vertnet",264
"vira","california",11,5,"1942","vertnet",309
"vira","california",3,23,"1936","vertnet",82
"vira","california",11,27,"1941","vertnet",331
"vira","california",3,13,"1945","vertnet",72
"vira","california",6,2,"1945","vertnet",153
"vira","california",6,3,"1945","vertnet",154
"vira","michigan",5,30,"1904","vertnet",150
"vira","new jersey",5,20,"1922","vertnet",140
"vira","new york",9,29,"1900","vertnet",272
"vira","new york",5,10,"1940","vertnet",130
"vira","new york",2,1,"1920","vertnet",32
"vira","new york",2,1,"1920","vertnet",32
"vira","new york",1,14,"1924","vertnet",14
"vira","new york",2,4,"1926","vertnet",35
"vira","new york",7,29,"1930","vertnet",210
"vira","new york",7,9,"1930","vertnet",190
"vira","new york",5,27,"1900","vertnet",147
"vira","new york",1,17,"1932","vertnet",17
"vira","new york",4,13,"1919","vertnet",103
"vira","oklahoma",4,29,"1903","vertnet",119
"vira","oklahoma",2,5,"1955","vertnet",36
"vira","oklahoma",10,24,"1990","vertnet",297
"vira","oklahoma",4,25,"2001","vertnet",115
"vira","oklahoma",4,29,"1956","vertnet",119
"vira","oklahoma",10,6,"1956","vertnet",279
"vira","oklahoma",1,18,"1959","vertnet",18
"vira","oklahoma",11,17,"1965","vertnet",321
"vira","california",2,14,"1945","vertnet",45
"vira","washington",10,15,"1940","vertnet",288
"vira","washington",11,26,"1987","vertnet",330
"vira","washington",5,11,"1925","vertnet",131
"vira","washington",6,13,"1948","vertnet",164
"vira","washington",11,5,"1939","vertnet",309
"vira","washington",9,29,"1994","vertnet",272
"vira","washington",11,25,"1995","vertnet",329
"vira","washington",7,28,"1996","vertnet",209
"vira","washington",11,23,"1996","vertnet",327
"vira","washington",10,14,"1998","vertnet",287
"vira","washington",8,12,"1999","vertnet",224
"vira","washington",8,2,"2002","vertnet",214
"vira","washington",4,19,"2001","vertnet",109
"vira","ontario",7,5,"1969","vertnet",186
"vira","ontario",7,13,"1968","vertnet",194
"vira","ontario",9,9,"1977","vertnet",252
"vira","ontario",9,3,"1979","vertnet",246
"vira","missouri",9,18,"1995","vertnet",261
"vira","ontario",5,26,"1923","vertnet",146
"vira","ontario",5,17,"1925","vertnet",137
"vira","ontario",4,14,"1924","vertnet",104
"vira","ontario",6,5,"1933","vertnet",156
"vira","ontario",5,31,"1909","vertnet",151
"vira","ontario",6,18,"1963","vertnet",169
"vira","ontario",5,19,"1962","vertnet",139
"vira","ontario",6,14,"1947","vertnet",165
"vira","ontario",5,24,"1915","vertnet",144
"vira","ontario",5,30,"1925","vertnet",150
"vira","ontario",6,7,"1931","vertnet",158
"vira","ontario",5,27,"1934","vertnet",147
"vira","ontario",6,7,"1936","vertnet",158
"vira","ontario",5,17,"1936","vertnet",137
"vira","ontario",5,23,"1937","vertnet",143
"vira","ontario",5,23,"1937","vertnet",143
"vira","ontario",5,27,"1938","vertnet",147
"vira","ontario",6,2,"1932","vertnet",153
"vira","ontario",4,28,"1941","vertnet",118
"vira","ontario",4,21,"1932","vertnet",111
"vira","ontario",9,17,"1900","vertnet",260
"vira","ontario",7,20,"1955","vertnet",201
"vira","ontario",6,22,"1956","vertnet",173
"vira","ontario",6,18,"1963","vertnet",169
"vira","michigan",7,18,"1941","vertnet",199
"vira","michigan",9,26,"1943","vertnet",269
"vira","michigan",4,24,"1945","vertnet",114
"vira","idaho",11,29,"1943","vertnet",333
"vira","idaho",11,26,"1943","vertnet",330
"vira","michigan",8,15,"1951","vertnet",227
"vira","michigan",6,26,"1934","vertnet",177
"vira","michigan",6,28,"1934","vertnet",179
"vira","michigan",6,29,"1934","vertnet",180
"vira","michigan",6,29,"1934","vertnet",180
"vira","michigan",4,23,"1939","vertnet",113
"vira","michigan",8,20,"1932","vertnet",232
"vira","michigan",7,31,"1938","vertnet",212
"vira","california",10,26,"1940","vertnet",299
"vira","michigan",4,30,"1955","vertnet",120
"vira","michigan",4,30,"1955","vertnet",120
"vira","new mexico",5,1,"1946","vertnet",121
"vira","michigan",5,5,"1980","vertnet",125
"vira","new jersey",4,11,"1964","vertnet",101
"vira","michigan",4,18,"1982","vertnet",108
"vira","michigan",5,25,"1985","vertnet",145
"vira","michigan",6,26,"1934","vertnet",177
"vira","michigan",6,26,"1934","vertnet",177
"vira","michigan",6,12,"1935","vertnet",163
"vira","michigan",6,12,"1935","vertnet",163
"vira","michigan",6,22,"1988","vertnet",173
"vira","michigan",7,10,"1990","vertnet",191
"vira","michigan",9,25,"1999","vertnet",268
"vira","michigan",12,14,"2002","vertnet",348
"vira","michigan",10,2,"2003","vertnet",275
"vira","michigan",9,28,"2011","vertnet",271
"vira","michigan",5,5,"1905","vertnet",125
"vira","michigan",5,6,"1905","vertnet",126
"vira","michigan",4,27,"1907","vertnet",117
"vira","iowa",8,2,"1907","vertnet",214
"vira","michigan",10,11,"1908","vertnet",284
"vira","michigan",8,13,"1932","vertnet",225
"vira","california",11,20,"1910","vertnet",324
"vira","michigan",8,12,"1927","vertnet",224
"vira","nebraska",7,13,"1933","vertnet",194
"vira","nebraska",7,13,"1933","vertnet",194
"vira","michigan",6,25,"1934","vertnet",176
"vira","michigan",6,26,"1934","vertnet",177
"vira","michigan",8,9,"1936","vertnet",221
"vira","michigan",7,22,"1936","vertnet",203
"vira","michigan",7,22,"1936","vertnet",203
"vira","michigan",7,22,"1936","vertnet",203
"vira","michigan",7,22,"1936","vertnet",203
"vira","michigan",4,28,"1935","vertnet",118
"vira","michigan",6,17,"1935","vertnet",168
"vira","michigan",7,30,"1933","vertnet",211
"vira","michigan",10,9,"1937","vertnet",282
"vira","michigan",9,2,"1934","vertnet",245
"vira","michigan",6,12,"1938","vertnet",163
"vira","washington",10,17,"1934","vertnet",290
"vira","washington",4,13,"1935","vertnet",103
"vira","washington",11,20,"1934","vertnet",324
"vira","washington",10,2,"1938","vertnet",275
"vira","washington",5,8,"1954","vertnet",128
"vira","washington",10,14,"1931","vertnet",287
"vira","washington",10,2,"1963","vertnet",275
"vira","washington",6,12,"1921","vertnet",163
"vira","washington",6,5,"1921","vertnet",156
"vira","washington",5,21,"1978","vertnet",141
"vira","washington",11,23,"1978","vertnet",327
"vira","massachusetts",5,10,"1982","vertnet",130
"vira","idaho",6,29,"1961","vertnet",180
"vira","oregon",11,30,"1971","vertnet",334
"vira","washington",11,12,"1987","vertnet",316
"vira","south carolina",11,14,"1985","vertnet",318
"vira","washington",4,24,"1915","vertnet",114
"vira","washington",3,28,"1998","vertnet",87
"vira","washington",8,8,"1998","vertnet",220
"vira","washington",9,2,"1991","vertnet",245
"vira","washington",1,2,"1928","vertnet",2
"vira","washington",11,7,"2002","vertnet",311
"vira","california",8,28,"2001","vertnet",240
"vira","washington",8,6,"2003","vertnet",218
"vira","washington",4,25,"2003","vertnet",115
"vira","washington",7,21,"2003","vertnet",202
"vira","north carolina",10,22,"2001","vertnet",295
"vira","california",9,29,"1986","vertnet",272
"vira","california",11,19,"1974","vertnet",323
"vira","california",2,10,"1918","vertnet",41
"vira","california",9,25,"2004","vertnet",268
"vira","california",10,23,"2001","vertnet",296
"vira","texas",4,11,"1983","vertnet",101
"vira","texas",4,19,"1974","vertnet",109
"vira","california",9,13,"2005","vertnet",256
"vira","california",8,19,"2004","vertnet",231
"vira","illinois",5,26,"1934","vertnet",146
"vira","wisconsin",6,12,"1902","vertnet",163
"vira","wisconsin",6,9,"1903","vertnet",160
"vira","minnesota",6,2,"1940","vertnet",153
"vira","pennsylvania",6,23,"1948","vertnet",174
"vira","pennsylvania",6,13,"1916","vertnet",164
"vira","pennsylvania",6,9,"1916","vertnet",160
"vira","illinois",5,12,"1901","vertnet",132
"vira","michigan",5,20,"1901","vertnet",140
"vira","ohio",6,7,"1923","vertnet",158
"vira","nevada",6,7,"1933","vertnet",158
"vira","pennsylvania",5,29,"1929","vertnet",149
"vira","illinois",6,2,"1919","vertnet",153
"vira","pennsylvania",6,5,"1936","vertnet",156
"vira","pennsylvania",6,2,"1930","vertnet",153
"vira","pennsylvania",6,3,"1929","vertnet",154
"vira","new jersey",6,28,"1925","vertnet",179
"vira","pennsylvania",5,30,"1952","vertnet",150
"vira","pennsylvania",6,13,"1918","vertnet",164
"vira","pennsylvania",5,23,"1932","vertnet",143
"vira","california",6,17,"1953","vertnet",168
"vira","pennsylvania",5,22,"1928","vertnet",142
"vira","california",6,16,"1938","vertnet",167
"vira","alberta",6,26,"1940","vertnet",177
"vira","california",6,15,"1935","vertnet",166
"vira","california",6,13,"1934","vertnet",164
"vira","california",6,12,"1934","vertnet",163
"vira","california",5,5,"1940","vertnet",125
"vira","michigan",5,22,"1949","vertnet",142
"vira","california",5,6,"1945","vertnet",126
"vira","pennsylvania",6,7,"1909","vertnet",158
"vira","california",4,26,"1923","vertnet",116
"vira","manitoba",6,4,"1922","vertnet",155
"vira","washington",4,17,"1927","vertnet",107
"vira","california",5,5,"1923","vertnet",125
"vira","california",5,30,"1930","vertnet",150
"vira","pennsylvania",6,10,"1910","vertnet",161
"vira","manitoba",6,14,"1905","vertnet",165
"vira","california",6,8,"1939","vertnet",159
"vira","pennsylvania",5,31,"1967","vertnet",151
"vira","california",4,19,"1942","vertnet",109
"vira","illinois",5,23,"1903","vertnet",143
"vira","utah",5,19,"1903","vertnet",139
"vira","utah",5,19,"1903","vertnet",139
"vira","utah",5,25,"1902","vertnet",145
"vira","utah",5,7,"1902","vertnet",127
"vira","california",4,9,"1932","vertnet",99
"vira","california",5,4,"1900","vertnet",124
"vira","california",5,13,"1906","vertnet",133
"vira","california",5,23,"1940","vertnet",143
"vira","michigan",5,20,"1906","vertnet",140
"vira","minnesota",6,1,"1941","vertnet",152
"vira","utah",5,3,"1902","vertnet",123
"vira","illinois",4,30,"1900","vertnet",120
"","north dakota",6,3,"1929","vertnet",154
"vira","new jersey",9,2,"1994","vertnet",245
"vira","new jersey",8,19,"1997","vertnet",231
"vira","new jersey",1,3,"1998","vertnet",3
"vira","new jersey",9,12,"2002","vertnet",255
"vira","california",2,2,"1908","vertnet",33
"vira","california",2,2,"1908","vertnet",33
"vira","california",2,2,"1908","vertnet",33
"vira","california",6,22,"1908","vertnet",173
"vira","california",5,29,"1908","vertnet",149
"vira","california",6,25,"1908","vertnet",176
"vira","california",8,24,"1908","vertnet",236
"vira","california",8,10,"1908","vertnet",222
"vira","california",10,21,"1908","vertnet",294
"vira","california",10,29,"1908","vertnet",302
"vira","california",10,26,"1908","vertnet",299
"vira","california",10,21,"1908","vertnet",294
"vira","california",10,26,"1911","vertnet",299
"vira","california",9,2,"1907","vertnet",245
"vira","california",6,17,"1905","vertnet",168
"vira","california",11,15,"1901","vertnet",319
"vira","california",11,11,"1939","vertnet",315
"vira","wisconsin",10,5,"1900","vertnet",278
"vira","california",10,14,"1953","vertnet",287
"vira","california",9,17,"1957","vertnet",260
"vira","california",1,6,"1924","vertnet",6
"vira","california",8,25,"1976","vertnet",237
"vira","california",12,7,"1910","vertnet",341
"vira","california",7,6,"1901","vertnet",187
"vira","california",10,20,"1910","vertnet",293
"vira","california",12,20,"1910","vertnet",354
"vira","california",1,4,"1909","vertnet",4
"vira","california",8,16,"1938","vertnet",228
"vira","california",7,31,"1959","vertnet",212
"vira","california",8,3,"1935","vertnet",215
"vira","california",2,1,"1908","vertnet",32
"vira","california",3,15,"1988","vertnet",74
"vira","california",9,14,"1982","vertnet",257
"vira","california",11,11,"1983","vertnet",315
"vira","california",9,11,"1992","vertnet",254
"vira","california",4,27,"2000","vertnet",117
"vira","california",5,2,"2001","vertnet",122
"vira","california",6,18,"2009","vertnet",169
"vira","california",8,11,"2005","vertnet",223
"vira","california",6,13,"1997","vertnet",164
"vira","pennsylvania",5,25,"1966","vertnet",145
"vira","manitoba",6,26,"1981","vertnet",177
"vira","manitoba",6,26,"1981","vertnet",177
"vira","manitoba",6,28,"1981","vertnet",179
"vira","new jersey",5,27,"1966","vertnet",147
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","california",6,8,"1989","vertnet",159
"vira","california",6,8,"1989","vertnet",159
"vira","california",6,8,"1989","vertnet",159
"vira","ontario",5,23,"1993","vertnet",143
"vira","west virginia",3,23,"1997","vertnet",82
"vira","new york",4,7,"1951","vertnet",97
"vira","new york",7,28,"1992","vertnet",209
"vira","colorado",11,27,"1931","vertnet",331
"vira","colorado",9,4,"1937","vertnet",247
"vira","colorado",11,5,"1943","vertnet",309
"vira","colorado",12,16,"1942","vertnet",350
"vira","colorado",7,21,"1906","vertnet",202
"vira","colorado",6,11,"1914","vertnet",162
"vira","colorado",6,11,"1914","vertnet",162
"vira","colorado",6,11,"1914","vertnet",162
"vira","colorado",6,11,"1914","vertnet",162
"vira","texas",10,10,"1915","vertnet",283
"vira","colorado",6,14,"1916","vertnet",165
"vira","colorado",6,9,"1916","vertnet",160
"vira","colorado",5,24,"1918","vertnet",144
"vira","colorado",10,16,"1921","vertnet",289
"vira","illinois",10,4,"1978","vertnet",277
"vira","illinois",10,15,"1982","vertnet",288
"vira","illinois",4,22,"1983","vertnet",112
"vira","illinois",4,29,"1984","vertnet",119
"vira","illinois",10,5,"1983","vertnet",278
"vira","illinois",9,20,"1988","vertnet",263
"vira","illinois",5,9,"1994","vertnet",129
"vira","illinois",5,18,"1996","vertnet",138
"vira","illinois",10,17,"1996","vertnet",290
"vira","illinois",4,20,"1974","vertnet",110
"vira","illinois",10,27,"1969","vertnet",300
"vira","illinois",10,5,"1991","vertnet",278
"vira","illinois",10,20,"1988","vertnet",293
"vira","illinois",9,19,"1973","vertnet",262
"vira","new mexico",9,26,"2010","vertnet",269
"vira","texas",1,23,"1929","vertnet",23
"vira","texas",1,31,"1929","vertnet",31
"vira","ontario",10,4,"1968","vertnet",277
"vira","ontario",9,12,"1968","vertnet",255
"vira","ontario",9,3,"1968","vertnet",246
"vira","ontario",9,3,"1968","vertnet",246
"vira","ontario",9,11,"1968","vertnet",254
"vira","ontario",9,4,"1968","vertnet",247
"vira","ontario",9,4,"1968","vertnet",247
"vira","ontario",8,17,"1968","vertnet",229
"vira","ontario",6,8,"1968","vertnet",159
"vira","ontario",6,8,"1968","vertnet",159
"vira","ontario",6,8,"1968","vertnet",159
"vira","ontario",6,8,"1968","vertnet",159
"vira","ontario",5,22,"1992","vertnet",142
"vira","ontario",5,1,"1994","vertnet",121
"vira","ontario",7,23,"1997","vertnet",204
"vira","ontario",5,17,"1923","vertnet",137
"vira","ontario",6,30,"1937","vertnet",181
"vira","manitoba",8,12,"1931","vertnet",224
"vira","manitoba",6,24,"1933","vertnet",175
"vira","ontario",6,10,"1930","vertnet",161
"vira","ontario",6,29,"1931","vertnet",180
"vira","ontario",6,29,"1931","vertnet",180
"vira","british columbia",1,21,"1930","vertnet",21
"vira","british columbia",11,19,"1926","vertnet",323
"vira","ontario",8,12,"1934","vertnet",224
"vira","utah",5,13,"1935","vertnet",133
"vira","ontario",11,5,"1915","vertnet",309
"vira","ontario",8,25,"1942","vertnet",237
"vira","alberta",6,30,"1945","vertnet",181
"vira","ontario",9,27,"2001","vertnet",270
"vira","ontario",8,13,"1933","vertnet",225
"vira","british columbia",4,18,"1922","vertnet",108
"vira","british columbia",5,13,"1930","vertnet",133
"vira","british columbia",9,22,"1940","vertnet",265
"vira","british columbia",12,22,"1919","vertnet",356
"vira","california",11,5,"1956","vertnet",309
"vira","california",12,31,"1952","vertnet",365
"vira","manitoba",7,1,"1914","vertnet",182
"vira","ontario",10,4,"2003","vertnet",277
"vira","california",10,19,"1966","vertnet",292
"vira","pennsylvania",6,17,"1917","vertnet",168
"vira","california",5,20,"1922","vertnet",140
"vira","illinois",5,27,"1933","vertnet",147
"vira","california",2,24,"1974","vertnet",55
"vira","california",9,19,"1974","vertnet",262
"vira","california",9,28,"1962","vertnet",271
"vira","california",10,11,"1977","vertnet",284
"vira","florida",10,10,"1975","vertnet",283
"vira","california",4,4,"1983","vertnet",94
"vira","california",11,7,"1990","vertnet",311
"vira","california",12,10,"1936","vertnet",344
"vira","california",8,18,"1978","vertnet",230
"vira","california",11,22,"1926","vertnet",326
"vira","oregon",11,29,"1924","vertnet",333
"vira","idaho",12,22,"1927","vertnet",356
"vira","california",2,17,"1917","vertnet",48
"vira","washington",7,12,"1934","vertnet",193
"vira","oregon",9,5,"1936","vertnet",248
"vira","oregon",9,5,"1936","vertnet",248
"vira","california",9,9,"1917","vertnet",252
"vira","california",10,16,"1925","vertnet",289
"vira","california",10,16,"1925","vertnet",289
"vira","california",9,20,"1966","vertnet",263
"vira","california",2,14,"1975","vertnet",45
"vira","california",12,20,"1979","vertnet",354
"vira","california",10,15,"1984","vertnet",288
"vira","california",7,18,"1996","vertnet",199
"vira","california",10,27,"1998","vertnet",300
"vira","california",9,25,"1999","vertnet",268
"vira","california",9,16,"2001","vertnet",259
"vira","british columbia",7,16,"1945","vertnet",197
"vira","british columbia",12,31,"1941","vertnet",365
"vira","british columbia",9,17,"1983","vertnet",260
"vira","british columbia",8,13,"1988","vertnet",225
"vira","british columbia",7,9,"1992","vertnet",190
"vira","california",12,21,"1913","vertnet",355
"vira","california",8,6,"1923","vertnet",218
"vira","washington",5,28,"1914","vertnet",148
"vira","washington",6,20,"1914","vertnet",171
"vira","washington",6,7,"1913","vertnet",158
"vira","washington",6,7,"1913","vertnet",158
"vira","california",1,21,"1928","vertnet",21
"vira","california",10,19,"1917","vertnet",292
"vira","california",9,25,"1916","vertnet",268
"vira","california",12,30,"1922","vertnet",364
"vira","california",12,21,"1913","vertnet",355
"vira","michigan",6,17,"1940","vertnet",168
"vira","michigan",7,4,"1940","vertnet",185
"vira","ohio",5,26,"1948","vertnet",146
"vira","michigan",6,23,"1950","vertnet",174
"vira","west virginia",10,25,"1939","vertnet",298
"vira","michigan",1,11,"1981","vertnet",11
"vira","michigan",6,4,"1981","vertnet",155
"vira","michigan",6,15,"1969","vertnet",166
"vira","michigan",5,26,"1935","vertnet",146
"vira","north dakota",5,23,"1923","vertnet",143
"vira","north dakota",6,4,"1930","vertnet",155
"vira","north dakota",6,12,"1932","vertnet",163
"vira","michigan",6,5,"1935","vertnet",156
"vira","michigan",5,15,"1937","vertnet",135
"vira","virginia",8,23,"2001","vertnet",235
"vira","pennsylvania",5,26,"1939","vertnet",146
"vira","connecticut",5,25,"1901","vertnet",145
"vira","connecticut",4,26,"1961","vertnet",116
"vira","connecticut",10,10,"1961","vertnet",283
"vira","connecticut",12,6,"1968","vertnet",340
"vira","connecticut",9,22,"1981","vertnet",265
"vira","connecticut",7,21,"1922","vertnet",202
"vira","connecticut",10,15,"1968","vertnet",288
"vira","connecticut",4,26,"1961","vertnet",116
"vira","connecticut",10,18,"1961","vertnet",291
"vira","connecticut",5,2,"1970","vertnet",122
"vira","new jersey",9,23,"1940","vertnet",266
"vira","new jersey",9,28,"1987","vertnet",271
"vira","connecticut",11,9,"1978","vertnet",313
"vira","connecticut",5,20,"1983","vertnet",140
"vira","north dakota",6,15,"1902","vertnet",166
"vira","connecticut",6,21,"1901","vertnet",172
"vira","connecticut",6,21,"1912","vertnet",172
"vira","new jersey",10,18,"1995","vertnet",291
"vira","new jersey",10,3,"1998","vertnet",276
"vira","new jersey",9,23,"1997","vertnet",266
"vira","california",2,2,"1908","vertnet",33
"vira","california",2,2,"1908","vertnet",33
"vira","california",6,1,"1908","vertnet",152
"vira","california",10,21,"1908","vertnet",294
"vira","california",10,15,"1908","vertnet",288
"vira","california",10,26,"1908","vertnet",299
"vira","california",7,16,"1908","vertnet",197
"vira","california",10,7,"1919","vertnet",280
"vira","california",7,16,"1907","vertnet",197
"vira","california",6,17,"1905","vertnet",168
"vira","california",5,15,"1927","vertnet",135
"vira","california",5,15,"1927","vertnet",135
"vira","california",12,27,"1902","vertnet",361
"vira","california",7,1,"1945","vertnet",182
"vira","wisconsin",6,30,"1903","vertnet",181
"vira","california",4,13,"1949","vertnet",103
"vira","california",8,8,"1951","vertnet",220
"vira","california",9,14,"1975","vertnet",257
"vira","california",12,7,"1911","vertnet",341
"vira","california",10,20,"1910","vertnet",293
"vira","california",10,16,"1938","vertnet",289
"vira","california",9,22,"1984","vertnet",265
"vira","california",9,24,"1987","vertnet",267
"vira","california",9,22,"1982","vertnet",265
"vira","california",8,11,"1989","vertnet",223
"vira","california",7,1,"1976","vertnet",182
"vira","new jersey",4,12,"1959","vertnet",102
"vira","new jersey",5,6,"1961","vertnet",126
"vira","new jersey",5,23,"1967","vertnet",143
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","montana",7,25,"2001","vertnet",206
"vira","west virginia",3,23,"1997","vertnet",82
"vira","west virginia",3,23,"1997","vertnet",82
"vira","west virginia",3,23,"1997","vertnet",82
"vira","west virginia",3,23,"1997","vertnet",82
"vira","new york",10,6,"2013","vertnet",279
"vira","colorado",11,29,"1936","vertnet",333
"vira","colorado",11,14,"1928","vertnet",318
"vira","colorado",5,18,"1952","vertnet",138
"vira","illinois",5,14,"1988","vertnet",134
"vira","illinois",8,31,"1991","vertnet",243
"vira","illinois",11,16,"1995","vertnet",320
"vira","illinois",3,28,"1996","vertnet",87
"vira","illinois",4,28,"1996","vertnet",118
"vira","illinois",5,10,"1996","vertnet",130
"vira","illinois",10,17,"1996","vertnet",290
"vira","illinois",5,9,"2000","vertnet",129
"vira","new mexico",10,13,"2012","vertnet",286
"vira","new mexico",10,13,"2012","vertnet",286
"vira","ontario",8,25,"2005","vertnet",237
"vira","ontario",9,8,"1968","vertnet",251
"vira","ontario",7,30,"1968","vertnet",211
"vira","ontario",9,8,"1968","vertnet",251
"vira","ontario",6,8,"1968","vertnet",159
"vira","ontario",6,8,"1968","vertnet",159
"vira","ontario",10,4,"1969","vertnet",277
"vira","ontario",10,14,"1970","vertnet",287
"vira","ontario",5,1,"2006","vertnet",121
"vira","florida",12,19,"1971","vertnet",353
"vira","ontario",5,7,"2005","vertnet",127
"vira","ontario",5,14,"1995","vertnet",134
"vira","ontario",4,21,"1995","vertnet",111
"vira","ontario",6,25,"1923","vertnet",176
"vira","ontario",9,24,"1921","vertnet",267
"vira","manitoba",9,1,"1929","vertnet",244
"vira","ontario",5,28,"1930","vertnet",148
"vira","ontario",6,13,"1930","vertnet",164
"vira","ontario",5,18,"1934","vertnet",138
"vira","ontario",6,29,"1931","vertnet",180
"vira","ontario",7,20,"1933","vertnet",201
"vira","manitoba",6,15,"1934","vertnet",166
"vira","utah",8,9,"1934","vertnet",221
"vira","utah",5,21,"1935","vertnet",141
"vira","ontario",6,9,"1929","vertnet",160
"vira","ontario",6,30,"1937","vertnet",181
"vira","ontario",5,17,"1935","vertnet",137
"vira","ontario",5,25,"1916","vertnet",145
"vira","ontario",6,7,"1927","vertnet",158
"vira","ontario",7,22,"1954","vertnet",203
"vira","ontario",9,2,"1912","vertnet",245
"vira","ontario",10,5,"2000","vertnet",278
"vira","california",1,1,"1953","vertnet",1
"vira","california",11,27,"1957","vertnet",331
"vira","oregon",7,29,"1926","vertnet",210
"vira","washington",10,24,"1932","vertnet",297
"vira","ontario",5,26,"1960","vertnet",146
"vira","ontario",9,22,"1960","vertnet",265
"vira","ontario",1,1,"1967","vertnet",1
"vira","california",8,16,"1968","vertnet",228
"vira","pennsylvania",5,30,"1924","vertnet",150
"vira","washington",4,6,"1908","vertnet",96
"vira","california",11,19,"1973","vertnet",323
"vira","california",1,21,"1974","vertnet",21
"vira","california",5,8,"1974","vertnet",128
"vira","california",9,26,"1976","vertnet",269
"vira","california",1,12,"1984","vertnet",12
"vira","california",5,5,"1989","vertnet",125
"vira","california",9,26,"1962","vertnet",269
"vira","california",8,12,"1990","vertnet",224
"vira","california",10,29,"2002","vertnet",302
"vira","california",9,21,"1965","vertnet",264
"vira","california",10,1,"1974","vertnet",274
"vira","california",12,28,"1909","vertnet",362
"vira","california",4,1,"1939","vertnet",91
"vira","oregon",5,18,"1917","vertnet",138
"vira","oregon",6,2,"1917","vertnet",153
"vira","oregon",6,7,"1935","vertnet",158
"vira","washington",4,25,"1939","vertnet",115
"vira","california",4,11,"1975","vertnet",101
"vira","california",8,5,"1975","vertnet",217
"vira","california",9,1,"1974","vertnet",244
"vira","california",9,2,"1995","vertnet",245
"vira","california",9,15,"1998","vertnet",258
"vira","california",9,12,"2004","vertnet",255
"vira","california",5,14,"2013","vertnet",134
"vira","california",10,3,"2014","vertnet",276
"vira","california",10,26,"1923","vertnet",299
"vira","british columbia",11,8,"1950","vertnet",312
"vira","british columbia",5,10,"1941","vertnet",130
"vira","british columbia",12,17,"1940","vertnet",351
"vira","british columbia",1,10,"1927","vertnet",10
"vira","british columbia",10,1,"1924","vertnet",274
"vira","british columbia",9,16,"1928","vertnet",259
"vira","british columbia",8,25,"1988","vertnet",237
"vira","british columbia",7,10,"1966","vertnet",191
"vira","british columbia",5,27,"1955","vertnet",147
"vira","british columbia",6,13,"1955","vertnet",164
"vira","washington",8,23,"1922","vertnet",235
"vira","california",5,24,"1929","vertnet",144
"vira","california",3,27,"1917","vertnet",86
"vira","california",2,8,"1915","vertnet",39
"vira","california",7,28,"1928","vertnet",209
"vira","california",5,13,"1922","vertnet",133
"vira","california",6,2,"1922","vertnet",153
"vira","colorado",4,19,"1982","vertnet",109
"vira","michigan",6,18,"1940","vertnet",169
"vira","michigan",5,3,"1947","vertnet",123
"vira","michigan",6,2,"1949","vertnet",153
"vira","california",10,28,"1939","vertnet",301
"vira","california",7,12,"1940","vertnet",193
"vira","california",9,4,"1936","vertnet",247
"vira","california",9,4,"1936","vertnet",247
"vira","california",9,4,"1936","vertnet",247
"vira","michigan",6,6,"1935","vertnet",157
"vira","michigan",9,6,"1957","vertnet",249
"vira","michigan",2,21,"1958","vertnet",52
"vira","michigan",5,1,"1948","vertnet",121
"vira","iowa",8,9,"1907","vertnet",221
"vira","iowa",8,3,"1907","vertnet",215
"vira","north dakota",5,23,"1923","vertnet",143
"vira","michigan",6,8,"1926","vertnet",159
"vira","north dakota",5,22,"1929","vertnet",142
"vira","north dakota",5,22,"1929","vertnet",142
"vira","kansas",5,3,"1917","vertnet",123
"vira","kansas",5,12,"1921","vertnet",132
"vira","washington",1,2,"1936","vertnet",2
"vira","washington",8,23,"1936","vertnet",235
"vira","connecticut",12,4,"1942","vertnet",338
"vira","connecticut",11,18,"1937","vertnet",322
"vira","connecticut",9,26,"1965","vertnet",269
"vira","connecticut",11,13,"1974","vertnet",317
"vira","connecticut",2,16,"1976","vertnet",47
"vira","connecticut",10,30,"1963","vertnet",303
"vira","connecticut",9,10,"1964","vertnet",253
"vira","connecticut",1,6,"1968","vertnet",6
"vira","connecticut",11,27,"1973","vertnet",331
"vira","north dakota",6,13,"1901","vertnet",164
"vira","north dakota",6,27,"1902","vertnet",178
"vira","new york",9,18,"1998","vertnet",261
